Time,compartment,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm_max,r1a,r1b,r2a,r2b,r3a,r3b,r4a,r4b,r5a,r5b,r6a,r6b,r7a,r7b,r8a,r8b,r9a,r9b,r10a,r10b
45.3,1.0,2.977337738192087E-5,2.997390096392849E-4,0.0022834928013223867,2.612335053048856E-4,0.1955770480291777,0.3266602964341537,0.5844922644689493,0.00213080851859071,0.045392447350181914,0.9673111487430108,0.02742431966179373,7.431006267674925E-5,2.2662261807914577E-7,2.609903607149053E-7,1.703328070499964E-4,2.8445327334396443E-4,0.004151946102104352,0.08843796894789967,1.44766904210095E-4,8.092303311315547E-5,0.08842568235930227,0.004149997978908278,0.900049,3.399390021079921E-5,3.399339271187186E-5,3.91533180574495E-5,3.914855410723579E-5,0.025541356756344592,0.02554992105749946,0.012135692135054128,0.01213845496697332,0.04266662327983232,0.042667991001594664,0.02171862117524847,0.02171503563151425,0.6226491808651585,0.6227919153156528,0.6223572895262888,0.6224996968362417,13.265838999310434,13.26569534218495,13.26399780164989,13.263852353895341
45.4,1.0,2.9773326318453278E-5,2.99738534547202E-4,0.002284011450360994,2.6170935000767E-4,0.194241103446882,0.32590594258510325,0.586583329249008,0.002115954707779263,0.04523796426742883,0.9674800379012484,0.02742401866851444,7.422813353988314E-5,2.266736815467375E-7,2.614654527978494E-7,1.6947752886325735E-4,2.843135316337611E-4,0.004137750037993877,0.08845231175405767,1.4512472039316705E-4,8.064714606694954E-5,0.0884401556355592,0.004135825695930812,0.900049,3.4001565994670994E-5,3.400105223201062E-5,3.922455912892237E-5,3.9219817919677407E-5,0.02541308359836747,0.025421629329488604,0.012094317917606102,0.012097071910042431,0.04264560265252022,0.042647029745064166,0.021772277636789544,0.02176870805897506,0.6205212513301905,0.6206625056990815,0.6202329222059355,0.6203738543896218,13.267988925327415,13.26784676310865,13.266167275485012,13.26602334533388
45.5,1.0,2.9773274630763878E-5,2.9973806174577334E-4,0.0022845364373807425,2.6218290038877815E-4,0.19291384051471008,0.3251504060306372,0.5886669022400592,0.0021013081212075428,0.04508507627855626,0.9676471313429493,0.02742372187348276,7.414691477504307E-5,2.2672536923613548E-7,2.619382542265193E-7,1.6862412343738187E-4,2.8416787516966156E-4,0.004123701108565847,0.08846650502219748,1.454809368928999E-4,8.037214833205677E-5,0.08845447790853307,0.004121800217988667,0.900049,3.4009325368703435E-5,3.400880538542032E-5,3.9295456251439626E-5,3.9290738133977895E-5,0.025285091715677582,0.025293618515607283,0.012053077195215794,0.012055822249808515,0.0426236952402521,0.04262518127544923,0.021825694097347303,0.021822140533934983,0.6184153760782459,0.6185551662848771,0.6181305598095822,0.6182700326983,13.270116436824875,13.269975753329621,13.268314115342525,13.268171686279961
45.6,1.0,2.9773222323186412E-5,2.9973759127005327E-4,0.002285067718432325,2.626541213114634E-4,0.1915952442480946,0.32439376603373365,0.5907429190388559,0.0020868654348136094,0.044933766409985906,0.9678124492575549,0.027423429209236475,7.406640140770874E-5,2.2677767681360136E-7,2.624087299466115E-7,1.677726267835394E-4,2.840163470659393E-4,0.004109797734501404,0.08848055037237448,1.4583554889703105E-4,8.009804969525993E-5,0.08846865081923766,0.004107919971530375,0.900049,3.401717768238174E-5,3.4016651522040204E-5,3.9366004167058675E-5,3.9361309491991725E-5,0.025157386507907584,0.025165894017530912,0.01201197143492388,0.01201470745428899,0.042600907516615855,0.0426024520598909,0.02187886983573883,0.021875332334554656,0.6163313184278723,0.6164696601752107,0.6160499665190601,0.6161879957295563,13.272221776588996,13.272082555856173,13.270438567146678,13.270297622885648
45.7,1.0,2.9773169400099967E-5,2.99737123155071E-4,0.0022856052491061853,2.631229776640587E-4,0.19028529927011592,0.3236361015261645,0.5928113159661029,0.0020726233887501,0.04478401791500984,0.967976011545525,0.027423140609620637,7.398658849520902E-5,2.2683059990004496E-7,2.62876844928864E-7,1.66923074706476E-4,2.8385899107847786E-4,0.00409603835788512,0.08849444940244401,1.4618855165962776E-4,7.982485984516291E-5,0.08848267598609968,0.0040941834042844535,0.900049,3.40251222783894E-5,3.402458998500674E-5,3.943619762169137E-5,3.94315267393296E-5,0.025029973343678045,0.0250384612059714,0.011971002089035584,0.011973728976774437,0.042577246051380344,0.04257884866177168,0.02193180414074323,0.021928282748944164,0.6142688449043024,0.614405753682768,0.6139909097044165,0.614127510642668,13.27430518407991,13.274167410366601,13.27254087343775,13.272401397914953
45.8,1.0,2.977311586592888E-5,2.9973665743582094E-4,0.0022861489845336495,2.635894343698767E-4,0.1889839898131604,0.32287749109827457,0.5948720300750114,0.0020585787859324282,0.04463581426985441,0.9681378378236803,0.02742285600975764,7.390747112634111E-5,2.268841340711376E-7,2.633425641789293E-7,1.6607550279964522E-4,2.8369585159860564E-4,0.004082421441827293,0.08850820368845672,1.4653994050232823E-4,7.955258837133036E-5,0.08849655500536242,0.004080588984884747,0.900049,3.403315849262535E-5,3.403262011067064E-5,3.950603136658615E-5,3.95013846268394E-5,0.024902857559866702,0.024911325419946784,0.011930170594991633,0.011932888255699554,0.04255271750956825,0.042554377739790844,0.021984496311287596,0.021980991075349236,0.612227725182882,0.612363216274094,0.6119531598677911,0.612088347732712,13.276366895490954,13.276230553268507,13.274621273432517,13.274483250804364
45.9,1.0,2.977306172514258E-5,2.997361941472525E-4,0.002286698879388203,2.6405345639721276E-4,0.18769129972063947,0.32211801298881376,0.5969249991597418,0.0020447284906242287,0.04448913916982254,0.968297947430424,0.0274225753460187,7.382904442099626E-5,2.2693827485744008E-7,2.6380585274735116E-7,1.6522994644030956E-4,2.8352697364669705E-4,0.004068945470094059,0.08852181478504736,1.4688971081557338E-4,7.928124476343007E-5,0.08851028945148254,0.004067135202503478,0.900049,3.404128565422333E-5,3.404074122861601E-5,3.957550015982535E-5,3.957087791210268E-5,0.02477604446087364,0.024784491966046433,0.011889478375239671,0.011892186714514509,0.042527328650493995,0.042529046047004554,0.022036945656631727,0.022033456622336006,0.6102077320336592,0.6103418205141089,0.6099364905884489,0.6100702803755217,13.278407143806854,13.278272217757104,13.276680003083674,13.276543417722381
46.0,1.0,2.9773006982255476E-5,2.9973573332426023E-4,0.002287254887886912,2.645150087694586E-4,0.1864072124487696,0.32135774507482456,0.5989701617637286,0.002031069427058868,0.04434397652551194,0.9684563594308588,0.02742229855599556,7.375130352979226E-5,2.2699301774454499E-7,2.642666757396495E-7,1.6438644078462284E-4,2.833524028655504E-4,0.004055608946744875,0.08853528422581453,1.4723785805982858E-4,7.901083841037887E-5,0.08852388087751772,0.0040538205664916015,0.900049,3.4049503085573246E-5,3.404895266168175E-5,3.964459876783938E-5,3.964000136094742E-5,0.0246495393178832,0.024657966117693424,0.01184892683710616,0.01185162576155683,0.04250108632676811,0.042502860429832555,0.022089151496551232,0.022085678708974286,0.6082086412670826,0.6083413420117312,0.6079406784689069,0.6080730849737402,13.280426158860696,13.280292633872179,13.278717295137898,13.278582131627658
46.1,1.0,2.977295164182679E-5,2.997352750016734E-4,0.002287816963791997,2.6497405657531194E-4,0.18513171106841297,0.32059676486158795,0.6010074571878896,0.0020175985780959927,0.04420031045910723,0.9686130926217935,0.027422025578472883,7.367424363371238E-5,2.270483581732337E-7,2.6472499832650296E-7,1.635450207626886E-4,2.831721855135323E-4,0.004042410395777261,0.08854861352369224,1.4758437776679522E-4,7.874137859949213E-5,0.08853733081550588,0.004040643606026319,0.900049,3.4057810102345065E-5,3.4057253725985056E-5,3.971332196693465E-5,3.970874974897544E-5,0.02452334736812268,0.02453175311440329,0.01180851737266881,0.011811206789923819,0.04247399748326653,0.04247582782702985,0.022141113161519257,0.022137656665019285,0.6062302316807853,0.6063615593665892,0.605965503082133,0.6060965409039479,13.282424167389479,13.282292028553837,13.280733379192663,13.280599622325882
46.2,1.0,2.9772895708460374E-5,2.997348192142459E-4,0.002288385060412562,2.654305649790816E-4,0.18386477826698014,0.31983514947263053,0.6030368254987104,0.002004312983912224,0.044058125300745814,0.9687681655366431,0.02742175635340163,7.359785994375082E-5,2.2710429153964884E-7,2.651807857540256E-7,1.6270572107359975E-4,2.829863684574916E-4,0.0040293483607788064,0.088561804171315,1.4792926554061176E-4,7.847287451563716E-5,0.08855064077683766,0.004027602869765799,0.900049,3.4066206013514674E-5,3.4065643730947325E-5,3.978166454483634E-5,3.977711786310384E-5,0.02439747381411815,0.02440585816103996,0.011768251358629696,0.011770931177345574,0.042446069156065594,0.042447955268623744,0.02219282999288643,0.02218938983109176,0.6042722850074546,0.6044022541168209,0.6040107469198217,0.6041404304648699,13.28440139308892,13.28427062569725,13.282728481752034,13.28259611652565
46.3,1.0,2.9772839186804542E-5,2.9973436599664576E-4,0.0022889591306064685,2.658844992310909E-4,0.18260639635039433,0.3190729756397966,0.6050582075362045,0.00199120974072493,0.04391740558495466,0.9689215964502257,0.0274214908218731,7.35221477005647E-5,2.2716081319548098E-7,2.6563400335414214E-7,1.6186857618046796E-4,2.827949991654525E-4,0.004016421404586092,0.0885748576413752,1.482725170590433E-4,7.82053352403917E-5,0.08856381225262122,0.0040146969255107495,0.900049,3.4074690121392175E-5,3.407412197932215E-5,3.984962130224536E-5,3.9845100503121324E-5,0.024271923822948512,0.024280286427070193,0.011728130156189053,0.011730800286058754,0.042417308471343514,0.04241924987481787,0.02224430134305927,0.022240877558856495,0.6023345858637429,0.6024632106879139,0.6020761953417002,0.6022045388266124,13.286358056666884,13.286228646206279,13.284702826281313,13.284571837893184
46.4,1.0,2.9772782081551852E-5,2.997339153834449E-4,0.002289539126782367,2.6633582467815826E-4,0.18135654724511802,0.31831031969338613,0.6070715449217448,0.0019782859995481562,0.043778136047156566,0.969073403383459,0.027421228926093368,7.344710217413237E-5,2.2721791844817115E-7,2.6608461655503954E-7,1.6103362030543252E-4,2.825981256990672E-4,0.004003628108950428,0.0885877753869726,1.4861412807466024E-4,7.793876975120712E-5,0.08857684671403879,0.004001924359872694,0.900049,3.408326172165225E-5,3.4082687767225675E-5,3.991718705440717E-5,3.991269248325593E-5,0.024146702525496996,0.024155043045814877,0.011688155110919802,0.011690815462681069,0.04238772264424612,0.04238971885486008,0.02229552657567674,0.022292119211199037,0.6004169217001932,0.6005442163425642,0.6001616365258364,0.600288653980904,13.288294375895772,13.28816630804589,13.286656633260439,13.286527007105818
46.5,1.0,2.9772724397438893E-5,2.997334674091082E-4,0.0022901250009018815,2.6678450677417227E-4,0.18011521250024184,0.3175472575523645,0.6090767800657609,0.0019655389649798753,0.04364030162024542,0.9692236041079587,0.027420970609358702,7.337271866341825E-5,2.2727560256112798E-7,2.6653259089171374E-7,1.60200887424668E-4,2.8239579670585516E-4,0.00399096707421034,0.08860055884195782,1.4895409441600377E-4,7.767318692057769E-5,0.0885897456126971,0.003989283777948968,0.900049,3.4091920103367015E-5,3.40913403841692E-5,3.998435663269432E-5,3.997988863375706E-5,0.02402181501570205,0.0240301331137002,0.011648327552643003,0.011650978038086653,0.04235731897772035,0.04235936950587827,0.022346505065785175,0.022343114162400566,0.5985190827521798,0.598645061131551,0.5982668614199532,0.5983925666923452,13.290210565664017,13.290083826293673,13.288590120236487,13.288461841904565
46.6,1.0,2.9772666139246064E-5,2.997330221079833E-4,0.002290716704481951,2.672305110907319E-4,0.1788823732896359,0.31678386471464465,0.6110738561753056,0.0019529658940195466,0.043503887431227205,0.9693722161505396,0.027420715816031296,7.329899249604369E-5,2.2733386075396045E-7,2.6697789201658046E-7,1.5937041126337618E-4,2.8218806141120013E-4,0.003978436918970464,0.0886132094212677,1.4929241198874063E-4,7.740859551521539E-5,0.08860251038096968,0.0039767738030040386,0.900049,3.410066454904105E-5,3.410007911309407E-5,4.005112488619895E-5,4.004668380248707E-5,0.02389726634980607,0.023905561689506426,0.01160864879530415,0.011611289327282307,0.04232610486131174,0.04232820921168002,0.02239723620001111,0.022393861798311095,0.596640861991808,0.5967655378455696,0.5963916636936913,0.5965160704506057,13.292106838026266,13.291981413190156,13.290503501874957,13.290376557145452
46.7,1.0,2.9772607311797303E-5,2.9973257951428973E-4,0.0022913141885973227,2.67673803327874E-4,0.17765801041416418,0.3160202162474454,0.6130627172614793,0.0019405640949152364,0.04336887879792684,0.9695192567976257,0.027420464491515497,7.322591902796444E-5,2.2739268820272565E-7,2.6742048571017324E-7,1.5854222529078265E-4,2.8197496961013816E-4,0.003966036279786854,0.08862572852125414,1.4962907677680353E-4,7.714500419523175E-5,0.08861514243233215,0.003964393076157161,0.900049,3.4109494334648704E-5,3.410890323040885E-5,4.011748668333836E-5,4.011307285652599E-5,0.02377306154560498,0.0237813337936174,0.011569120136850488,0.011571750629284762,0.042294087769930204,0.042296245441520726,0.022447719376732407,0.02244436151652053,0.5947820550807699,0.5949054419680282,0.5945358396918179,0.5946589614235742,13.293983402252666,13.29385927818812,13.292396990009967,13.292271364849823
46.8,1.0,2.9772547919959836E-5,2.9973213966210803E-4,0.002291917403883209,2.681143493248562E-4,0.17644210430396154,0.31525638677772977,0.6150433081467138,0.0019283309260395396,0.0432352612257597,0.9696647430995629,0.027420216582235483,7.31534936431541E-5,2.27452080040193E-7,2.6786033789189723E-7,1.5771636271512483E-4,2.8175657165890655E-4,0.003953763810858701,0.08863811752000807,1.499640848435192E-4,7.688242151332641E-5,0.08862764316169283,0.003952140256076419,0.900049,3.411840872967384E-5,3.411781200602895E-5,4.018343691346845E-5,4.0179050683784585E-5,0.02364920558169634,0.023657454407268724,0.011529742859109422,0.011532363226998962,0.042261275262580236,0.04226348574883598,0.02249795400624722,0.022494612726527877,0.5929424603241693,0.5930645716288052,0.5926991883883962,0.5928210384114628,13.295840464877383,13.29571762800121,13.29427079369382,13.294146474253925
46.9,1.0,2.9772487968643905E-5,2.997317025853691E-4,0.002292526300538098,2.6855211507101405E-4,0.175234635020774,0.31449245048272495,0.6170155744719119,0.001916263794793278,0.04310302040456452,0.9698086918748478,0.02741997203561236,7.308171175329388E-5,2.2751203135612252E-7,2.6829741463085635E-7,1.5689285647864807E-4,2.815329184662829E-4,0.003941618183725905,0.08865037777767432,1.5029743233272225E-4,7.662085591398358E-5,0.08864001394571387,0.00394001401867851,0.900049,3.412740699715186E-5,3.412680470341838E-5,4.024897048850855E-5,4.024461219462845E-5,0.023525703396728836,0.02353392847179721,0.011490518227668018,0.011493128387097536,0.04222767498105951,0.04222993776994243,0.022547939510940966,0.022544614849908336,0.5911218786252145,0.5912427275588857,0.5908815113418115,0.5910021028017765,13.29767822974577,13.297556666651147,13.29612511924505,13.296002091857082
47.0,1.0,2.9772427462802465E-5,2.997312683178432E-4,0.0022931408283267188,2.689870667166652E-4,0.1740355822603619,0.3137284810805282,0.6189794627034381,0.001904360156536421,0.042972142205498325,0.9699511197142665,0.027419730800042532,7.30105687974684E-5,2.2757253719756015E-7,2.6873168215672805E-7,1.5607173925260054E-4,2.813040614846906E-4,0.003929598086972771,0.08866251063676171,1.50629115469855E-4,7.636031573267631E-5,0.08865225614312759,0.003928013056834633,0.900049,3.413648839371397E-5,3.413588057963402E-5,4.0314082344573184E-5,4.0309752323509205E-5,0.02340255988865157,0.02341076088789008,0.011451447491753721,0.011454047359901447,0.04219329464862249,0.042195609222703594,0.022597675325451146,0.02259436732047825,0.5893201134408335,0.5894397130459157,0.5890826126507152,0.5892019585251949,13.299496898060827,13.299376595514257,13.297960170295875,13.29783842146914
47.1,1.0,2.9772366407430874E-5,2.997308368931293E-4,0.002293760936583177,2.6941917058407645E-4,0.17284492535496612,0.3129645518208008,0.6209349201399595,0.0018926175135453793,0.04284261267799126,0.9700920429849488,0.02741949282487638,7.294006024186768E-5,2.2763359256914742E-7,2.6916310687069974E-7,1.5525304343224147E-4,2.8107005270109665E-4,0.003917702225937531,0.08867451742244678,1.5095913056305268E-4,7.610080919507936E-5,0.0886643710950462,0.003916136080082119,0.900049,3.4145652169634044E-5,3.4145038885372115E-5,4.037876744361303E-5,4.037446603060496E-5,0.023279779913965362,0.02328795651483622,0.011412531884116426,0.011415121379261903,0.04215814206861286,0.0421605079051645,0.02264716089683004,0.022643869584457903,0.5875369707381592,0.5876553338906296,0.5873022989108215,0.5874204120123178,13.301296668428705,13.301177613367017,13.299776147838541,13.29965566425693
47.2,1.0,2.9772304807566576E-5,2.9973040834464353E-4,0.002294386574214239,2.6984839317846705E-4,0.17166264327583775,0.31220073547555394,0.6228818949191313,0.0018810334139959678,0.04271441804676033,0.9702314778343354,0.027419258060397696,7.287018157949496E-5,2.2769519243344824E-7,2.69591655356443E-7,1.544368011318547E-4,2.8083094462768004E-4,0.003905929322427585,0.08868639944287154,1.512874740042136E-4,7.584234441629116E-5,0.08867636012526549,0.003904381814341751,0.900049,3.415489756887756E-5,3.415427886501724E-5,4.04430207750614E-5,4.043874830346645E-5,0.02315736828697499,0.023165520169778207,0.011373772620911814,0.011376351662443674,0.04212222512306185,0.042124641694152004,0.022696395684704947,0.02269312110063204,0.5857722589518732,0.5858893983641378,0.5855403791725674,0.5856572721512626,13.303077736903278,13.302959916430732,13.301573250270845,13.301454018789823
47.3,1.0,2.977224266828874E-5,2.997299827056088E-4,0.002295017689702779,2.7027470119906673E-4,0.17048871463583024,0.3114371043300288,0.6248203360241262,0.0018696054509712802,0.04258754470887998,0.9703694401940703,0.02741902645780308,7.280092832988075E-5,2.2775733171129015E-7,2.7001729439114034E-7,1.5362304417978337E-4,2.805867902923E-4,0.003894278114440254,0.08869815798943433,1.5161414227005362E-4,7.558492940006537E-5,0.08868822454056144,0.0038927490016405094,0.900049,3.416422382915299E-5,3.4163599756693526E-5,4.0506837357488796E-5,4.0502594158671054E-5,0.023035329779044465,0.023043456626967506,0.011335170901586212,0.011337739410009805,0.0420855517712561,0.042088018543845,0.02274537916143638,0.022742121340508042,0.5840257889423752,0.5841417171660381,0.5837966648995753,0.5839123502460765,13.304840297029742,13.304723698415149,13.30335167344056,13.303233681084215
47.4,1.0,2.9772179994717907E-5,2.9972956000904347E-4,0.002295654231111392,2.7069806155019326E-4,0.169323117692055,0.31067373017367444,0.6267501932900034,0.001858331261493913,0.04246197923091008,0.9705059457838062,0.02741879796918253,7.273229603880254E-5,2.2782000528212206E-7,2.704399909565337E-7,1.5281180411347243E-4,2.8033764322873435E-4,0.0038827473558891573,0.08870979433707638,1.5193913192314485E-4,7.532857203805235E-5,0.08869996563098255,0.0038812363998399165,0.900049,3.4173630181965794E-5,3.417300079231831E-5,4.0570212240260346E-5,4.056599864348006E-5,0.022913669117853648,0.022921770617020866,0.011296727908762903,0.011299285805707852,0.042048130048271314,0.04205064648431015,0.022794110812273515,0.022790869788471727,0.5822973739547923,0.5824121033833736,0.5820709699279607,0.5821854599759875,13.306584539887547,13.306469150561457,13.305111610689213,13.304994844647382
47.5,1.0,2.9772116792015646E-5,2.9972914028775E-4,0.0022962961460861577,2.711184413523753E-4,0.16816583034859947,0.3099106842912265,0.6286714174099145,0.0018472085255817525,0.04233770834607835,0.9706410101149353,0.027418572547500155,7.266428027801054E-5,2.2788320798438772E-7,2.708597122500158E-7,1.5200311217454057E-4,2.800835574667237E-4,0.0038713358163358635,0.08872130974456201,1.5226243961293794E-4,7.507328010905125E-5,0.08871158467013547,0.0038698427823695846,0.900049,3.4183115852674345E-5,3.4182481197658155E-5,4.063314050519986E-5,4.062895683750237E-5,0.02279239098665918,0.022800466826181087,0.011258444808130031,0.011260992016357687,0.04200996806347682,0.042012533620008556,0.02284259013550749,0.022839365941940692,0.5805868295787792,0.5807003724503795,0.5803631104264145,0.5804764173554376,13.308310654132345,13.3081964616843,13.306853252894863,13.306737700520321
47.6,1.0,2.977205306538412E-5,2.997287235743043E-4,0.0022969433818605736,2.715358079534861E-4,0.16701683015930816,0.3091480374538895,0.6305839599411437,0.001836234965326719,0.04221471895151687,0.9707746484942451,0.02741835014657518,7.25968766449592E-5,2.2794693461591463E-7,2.712764256957343E-7,1.5119699930386707E-4,2.7982458752179453E-4,0.003860042280726739,0.08873270545475265,1.5258406207676733E-4,7.48190612782732E-5,0.08872308291546432,0.0038585669379659297,0.900049,3.4192680060548674E-5,3.419204019238719E-5,4.069561726825568E-5,4.069146385436015E-5,0.022671500023557844,0.02267954989558006,0.011220322748330262,0.01122285919174098,0.04197107399900729,0.04197368812826918,0.022890816642622002,0.022887609311515098,0.5788939737091003,0.5790063421090108,0.5786729048570632,0.5787850406948895,13.310018826037059,13.309905818212897,13.308576788514005,13.30846243731965
47.7,1.0,2.9771988820065715E-5,2.9972830990104425E-4,0.0022975958852596446,2.7195012893990256E-4,0.1658760943306258,0.308385859910626,0.6324877733109794,0.0018254083439958844,0.04209299810555172,0.9709068760274977,0.027418130721063704,7.253008076254441E-5,2.2801117993431956E-7,2.7169009895572046E-7,1.5039349613671027E-4,2.7956078838488763E-4,0.003848865549135011,0.08874398269487632,1.529039961408393E-4,7.4565923096616E-5,0.08873446160852569,0.003847407670416035,0.900049,3.420232201883119E-5,3.4201676990147935E-5,4.075763768116998E-5,4.075351484335807E-5,0.022551000820754594,0.02255902442050654,0.011182362860852007,0.011184888464492402,0.04193145610820431,0.04193411825773315,0.022938789858441323,0.022935599421125896,0.5772186265069876,0.5773298323702516,0.5770001739370988,0.5771111505624053,13.311709239532235,13.311597404231449,13.310282403622669,13.310169241278853
47.8,1.0,2.9771924061342605E-5,2.997278993000589E-4,0.0022982536027041354,2.7236137214767123E-4,0.16474359972450311,0.307624221379555,0.6343828108224125,0.0018147264651543625,0.0419725330250448,0.9710377076229348,0.02741791422644101,7.246388827884662E-5,2.2807593865742917E-7,2.7210069994102433E-7,1.4959263299785234E-4,2.7929221551177747E-4,0.0038378044365078947,0.08875514267679198,1.532222387212023E-4,7.43138729999508E-5,0.08874572197525786,0.0038363637983065382,0.900049,3.4212040934800204E-5,3.421139079861438E-5,4.081919693314941E-5,4.081510499115365E-5,0.022430897923834535,0.02243889494967785,0.011144566259922632,0.011147080949992621,0.04189112271402795,0.04189383232676662,0.022986509321275654,0.022983335808180343,0.5755606103622611,0.5756706654761842,0.57534474060116,0.5754545697459807,13.31338207624566,13.313271401518797,13.31197028195685,13.31185829628868
47.9,1.0,2.977185879453632E-5,2.997274918031771E-4,0.0022989164802149813,2.727695056736852E-4,0.16361932286136402,0.3068631910394641,0.6362690266596652,0.0018041871718092654,0.04185331108278556,0.9711671579947163,0.027417700618983836,7.239829486687925E-5,2.2814120546371666E-7,2.725081968228619E-7,1.4879443989677978E-4,2.790189248123023E-4,0.0038268577724184906,0.08876618659724751,1.535387868246991E-4,7.406291830842134E-5,0.08875686522624415,0.0038254341547772504,0.900049,3.422183600983537E-5,3.42211808195575E-5,4.088029025253686E-5,4.087622952342929E-5,0.0223111958310404,0.022319165984516966,0.01110693404240342,0.0111094377462632,0.04185008220743889,0.041852838721845344,0.023033974583063832,0.023030818023704866,0.5739197498561619,0.5740286658627736,0.5737064299644252,0.5738151232165876,13.315037515541022,13.314927989587126,13.313640604951882,13.313529783936623
48.0,1.0,2.977179302500728E-5,2.9972708744195614E-4,0.00229958446341786,2.7317449788685126E-4,0.16250323992313506,0.3061028375214368,0.638146375893535,0.0017937883455743631,0.04173531980493363,0.971295241666282,0.027417489855753634,7.233329622434311E-5,2.2820697499275418E-7,2.729125580437514E-7,1.4799894652289526E-4,2.787409726393894E-4,0.00381602440082269,0.08877711563813409,1.5385363754990015E-4,7.381306622575644E-5,0.08876789255697194,0.0038146175872797294,0.900049,3.423170643948584E-5,3.4231046248913124E-5,4.094091290848203E-5,4.093688370656271E-5,0.02219189899255465,0.02219984197843429,0.011069467287686593,0.011071959933863465,0.0418083430457505,0.04181114589590841,0.023081185209513046,0.023078045632485025,0.5722958717249362,0.5724036601234035,0.572085069286442,0.5721926380919594,13.316675734555954,13.316567345720113,13.315293551781272,13.31518388354579
48.1,1.0,2.9771726758154352E-5,2.997266862476712E-4,0.002300257497547927,2.735763174392586E-4,0.1613953267563355,0.3053432289005986,0.6400148144865676,0.0017835279058546578,0.04161854686850905,0.9714219729736545,0.027417281894579627,7.226888807338595E-5,2.2827324184568132E-7,2.7331375232865223E-7,1.4720618224077278E-4,2.7845841577789934E-4,0.0038053031798206036,0.08878793096673405,1.5416678808801814E-4,7.356432383859558E-5,0.08877880514808555,0.003803912957340333,0.900049,3.424165141354059E-5,3.42409862768522E-5,4.100106021261212E-5,4.0997062849297836E-5,0.022073011809788195,0.022080927336115917,0.011032167057594291,0.011034648575789336,0.041765913750953475,0.0417687623666849,0.023128140780235912,0.02312501821320272,0.5706888048240948,0.5707954769730905,0.570480487935637,0.5705869436010499,13.31829690823923,13.318189645010108,13.316929299394566,13.316820772212832
48.2,1.0,2.977165999941435E-5,2.997262882513038E-4,0.002300935527454705,2.7397493327732377E-4,0.16029555887522862,0.3045844326879845,0.6418742992980423,0.0017734038090505566,0.04150298009893116,0.9715473660686667,0.02741707669404273,7.220506616036788E-5,2.2834000058568894E-7,2.7371174869607947E-7,1.464161760854498E-4,2.781713114332733E-4,0.0037946929814227644,0.08879863373596489,1.5447823572380297E-4,7.331669811582883E-5,0.08878960416563482,0.003793319140328009,0.900049,3.425167011610125E-5,3.4251000087853344E-5,4.106072752069895E-5,4.105676230441192E-5,0.02195453863467461,0.02196242641281747,0.010995034396279715,0.010997504717374325,0.041722802908011086,0.04172569671499099,0.02317484088888447,0.023171735358570447,0.5690983800933905,0.5692039472134146,0.5688925173545232,0.5689978710492014,13.319901209387295,13.319795060394734,13.31854802255462,13.318440624845223
48.3,1.0,2.9771592754261517E-5,2.997258934835307E-4,0.0023016184976071366,2.7437031465291897E-4,0.15920391146503324,0.303826515822532,0.6437247880887751,0.0017634140477809789,0.041388607467603956,0.9716714349221289,0.02741687421345978,7.214182625563176E-5,2.2840724573851853E-7,2.741065164692023E-7,1.456289567577669E-4,2.7787971722000195E-4,0.0037841926913207797,0.08880922508461844,1.5478797783641674E-4,7.307019590795116E-5,0.08880029076131912,0.0037828350252265093,0.900049,3.426176172565713E-5,3.4261086860777776E-5,4.111991023432324E-5,4.111597747038034E-5,0.021836483768971588,0.021844343513665033,0.010958070330130387,0.010960529386192673,0.041679019163127884,0.04168195758300029,0.023221285143281273,0.023218196675462512,0.5675244305224628,0.5676289036981169,0.5673209910255834,0.5674252537839763,13.321488808680082,13.321383762692767,13.32014989387411,13.320043614197868
48.4,1.0,2.9771525028207057E-5,2.997255019747129E-4,0.002302306352098797,2.747624311344772E-4,0.15812035938519534,0.3030695446632003,0.6455662395257313,0.0017535566501250004,0.041275417089547885,0.9717941933269307,0.027416674412868138,7.207916415327951E-5,2.2847497179297815E-7,2.744980252869192E-7,1.448445526197577E-4,2.775836911499205E-4,0.003773801208662521,0.08881970613759557,1.5509601190028834E-4,7.28248239464318E-5,0.08881086607272627,0.003772459514411064,0.900049,3.42719254151627E-5,3.427124576894672E-5,4.11786038025358E-5,4.1174703793037875E-5,0.021718851463569864,0.021726682892963655,0.01092127586767372,0.01092372359196477,0.041634571221991865,0.04163755367248807,0.023267473165547302,0.02326440178504325,0.565966791117157,0.5660701812993781,0.5657657444378082,0.5658689271616596,13.323059874716199,13.322955920639336,13.321735083851353,13.32162991090894
