Time,compartment,GSH,HTA,SLG,Lac,MG,vneHTA,vGlxI
42340.0,1.0,1.1779081862221745,0.0039395988256580045,6.818152214952168,0.0,0.01,2.589301924080939E-5,2.597747963644221E-5
42350.0,1.0,1.1776492964261587,0.003938740089498521,6.818411963484342,0.0,0.01,2.5880117455434094E-5,2.5964535926016097E-5
42360.0,1.0,1.1773905356254033,0.003937881780474717,6.8186715825941215,0.0,0.01,2.5867222846907324E-5,2.5951599415597405E-5
42370.0,1.0,1.1771319037481551,0.003937023898349758,6.818931072353494,0.0,0.01,2.5854335410472468E-5,2.5938670100411623E-5
42380.0,1.0,1.1768734007227084,0.003936166442886965,6.819190432834403,0.0,0.01,2.5841455141374647E-5,2.592574797568821E-5
42390.0,1.0,1.176615026477405,0.0039353094138498195,6.819449664108744,0.0,0.01,2.5828582034858986E-5,2.5912833036660627E-5
42400.0,1.0,1.1763567809406337,0.003934452811001955,6.819708766248363,0.0,0.01,2.5815716086181016E-5,2.589992527856624E-5
42410.0,1.0,1.1760986640408315,0.003933596634107161,6.819967739325061,0.0,0.01,2.5802857290594533E-5,2.588702469664644E-5
42420.0,1.0,1.175840675706482,0.003932740882929384,6.820226583410587,0.0,0.01,2.5790005643362007E-5,2.5874131286146515E-5
42430.0,1.0,1.1755828158661172,0.003931885557232723,6.8204852985766475,0.0,0.01,2.577716113974851E-5,2.5861245042315732E-5
42440.0,1.0,1.1753250844483158,0.00393103065678144,6.820743884894901,0.0,0.01,2.5764323775019117E-5,2.5848365960407307E-5
42450.0,1.0,1.1750674813817041,0.003930176181339945,6.821002342436954,0.0,0.01,2.5751493544450173E-5,2.58354940356784E-5
42460.0,1.0,1.1748100065949552,0.003929322130672806,6.82126067127437,0.0,0.01,2.573867044331369E-5,2.5822629263390094E-5
42470.0,1.0,1.17455266001679,0.003928468504544744,6.821518871478664,0.0,0.01,2.5725854466895556E-5,2.580977163880741E-5
42480.0,1.0,1.1742954415759757,0.00392761530272064,6.821776943121303,0.0,0.01,2.5713045610470386E-5,2.5796921157199335E-5
42490.0,1.0,1.1740383512013277,0.003926762524965524,6.822034886273706,0.0,0.01,2.5700243869336212E-5,2.5784077813838712E-5
42500.0,1.0,1.1737813888217081,0.003925910171044585,6.822292701007247,0.0,0.01,2.568744923877632E-5,2.57712416040024E-5
42510.0,1.0,1.173524554366026,0.003925058240723163,6.8225503873932505,0.0,0.01,2.5674661714093078E-5,2.5758412522971088E-5
42520.0,1.0,1.1732678477632377,0.003924206733766755,6.822807945502995,0.0,0.01,2.5661881290585387E-5,2.5745590566029407E-5
42530.0,1.0,1.173011268942346,0.003923355649941014,6.823065375407713,0.0,0.01,2.5649107963552145E-5,2.5732775728465943E-5
